what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329400800097
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329400810782
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401044249
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1329401049956
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.file.newQuickMenu",1329401051286
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401053999
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401070675
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401070767
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329401070834
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401071549
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401109654
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.smartEnter",1329401136623
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401138212
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401142785
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401156492
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401159205
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401169237
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401170797
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401175365
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401180744
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401193342
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401197576
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401209386
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401212148
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329401216571
