what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776351081
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776352536
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1329776354414
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776355448
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776356720
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1329776356875
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776369864
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776373951
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776375063
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776398586
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.file.newQuickMenu",1329776400384
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776402338
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776407633
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329776407717
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329776407779
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776431737
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776434979
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1329776518613
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776519150
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776522952
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776539019
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776543985
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776551453
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776553537
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329776564255
