what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181152426
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181154217
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181157084
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181170514
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181174929
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181184874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181188291
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181267763
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181275669
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181279543
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181280385
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181312646
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181345585
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181348184
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181366513
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181370273
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181381444
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181385645
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181387580
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181388690
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181398793
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181399971
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181403083
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181404556
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181405056
