what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180680854
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1329180682655
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329180683913
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180691180
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180891773
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180919229
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180923341
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180955396
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329180957053
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180959575
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180963246
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180982247
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180983685
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180989348
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329180992092
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181007149
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181009022
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181010645
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181012267
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181013765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181017526
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181027597
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181029134
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181039839
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181041787
