what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228760202
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228761842
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228762892
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228780249
started,bundle,org.eclipse.acceleo.ide.ui,0.8.1.v200909161003,"org.eclipse.acceleo.ide.ui",1329228782734
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1329228783703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228785658
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228787658
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228795029
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228817804
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228821234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228833874
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1329228844391
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228853042
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228896721
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329228900310
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329228900370
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329228918550
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228927940
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228929780
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228954052
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228973478
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228988422
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329228989592
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329229007516
