what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437137766
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437208657
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.file.newQuickMenu",1329437210572
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437215910
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437253866
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437256871
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437263248
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.file.newQuickMenu",1329437265323
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437267448
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437279636
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329437279679
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329437279724
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437282961
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437285036
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437295134
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437296759
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437301954
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437303601
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437313029
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437314414
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437318242
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437320697
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437336299
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437337527
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329437343697
