what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440048258
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329440048301
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329440048346
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440070374
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440072699
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440080341
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440081286
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440087446
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440090021
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440105404
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440107309
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440112954
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440114727
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440131777
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440133510
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440139940
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440143185
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440151147
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440153717
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440170115
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440172528
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440200958
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440203091
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440211246
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329440212398
