what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329181789228
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1329181791838
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329181794144
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1329181803260
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1329181816630
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181822328
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181823136
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181830608
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181833320
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1329181840962
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181844269
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181845174
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1329181851883
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181855216
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181858701
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181862087
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181863491
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1329181884434
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181900778
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181903587
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181909105
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181912890
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181914465
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181916275
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329181918615
