what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177429359
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1329177430053
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177436331
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177927098
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.file.newQuickMenu",1329177929138
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177931948
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177939708
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329177939778
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329177939828
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329177947968
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329177947968
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1329177949728
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177951948
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177953848
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1329177953858
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.file.newQuickMenu",1329177959164
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177961994
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177966764
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329177967104
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329177967154
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177970424
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329177973654
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1329177986714
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1329177987724
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329178002264
